"Name","Rank","Authors..Pub..","Publication","Journal","Issue","Page.number","Year","Parent.Taxon","Type","ID","Non.fossil","Original.spelling","Authors..Book.","Book","Volume","Authors..Name.","Fascicle","Annee.Jahrgang","Edition","Diagnosis"
"Nagatostroboideae","Subfamily","Kon'no E. ","Some Coniferous Male Fructifications from the Carnic Formation in Yamaguchi Prefecture, Japan [1962/3]","Science Reports of the Tohoku University","5","11","1962","[Family] Cycadocarpidiaceae","[Genus] Nagatostrobus","8B0175FB-7C5D-1D27-E9FD-CF9BC5D2FC8D",NA,"Nagatostrobinae",NA,NA,"Special",NA,NA,NA,NA,NA
"Naiaditaceae","Family","Katagiri T. Hagborg A. ","Validation of ordinal and family names for a Triassic fossil liverwort, Naiadita (Naiaditaceae, Marchantiopsida) [2015/8]","Phytotaxa","2","165","2015","[Order] Naiaditales","[Genus] Naiadita","4458138A-B3D3-309A-BF80-9472477B2392",NA,NA,NA,NA,"222","Schuster R. M. ",NA,NA,NA,NA
"Naiaditales","Order","Katagiri T. Hagborg A. ","Validation of ordinal and family names for a Triassic fossil liverwort, Naiadita (Naiaditaceae, Marchantiopsida) [2015/8]","Phytotaxa","2","166","2015","[Phylum] Marchantiophyta","[Genus] Naiadita","98E64ADB-BA1D-52B7-1B67-C67D8D63806D",NA,NA,NA,NA,"222","Schuster R. M. ",NA,NA,NA,NA
"Napites","Turma","Potonié R. Klaus W. ","Einige Sporengattungen des alpinen Salzgebirges [1954/4]","Geologisches Jahrbuch",NA,"520","1954","[Anteturma] Pollenites",NA,"0BE37881-1F2A-8F67-0735-F6216D0B0D4A",NA,NA,NA,NA,"68","Potonié R. ",NA,NA,NA,NA
"Nataligmataceae","Family","Anderson J. M. Anderson H. M. ","Heyday of the gymnosperms: systematics and biodiversity of the Late Triassic Molteno fructifications [2003/6]","Strelitzia","15","362","2003","[Order] Nataligmatales","[Genus] Nataligma","C25A9919-FB73-4074-9C5D-B10E2531B5F4",NA,"Nataligmaceae",NA,NA,NA,NA,NA,NA,NA,NA
"Nataligmatales","Order","Anderson J. M. Anderson H. M. ","Heyday of the gymnosperms: systematics and biodiversity of the Late Triassic Molteno fructifications [2003/6]","Strelitzia","15","362","2003","[Class] Gnetopsida","[Genus] Nataligma","D5D2703E-29E8-4A37-B12D-C0F5A9AB911F",NA,"Nataligmales",NA,NA,NA,NA,NA,NA,NA,NA
"Nathorstianaceae","Family","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"208-209","1963",NA,NA,"01143997-A96D-478B-97A4-46D734E4A3FD",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Nathorstianaceae","Family","Němejc F. ","The natural systematic of plants in the light of the present palaeontological documents [1950/12]","Sborník Národního Muzea v Praze","3","79","1950","[Order] Isoetales","[Genus] Nathorstiana","0B8CCD54-0E47-4743-AD18-8BE77B881421",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Neckeraceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Phylum] Bryophyta","[Genus] Neckera","0F682467-9ED7-4EE4-87CD-DF2D48FF50B6","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelsoniellaceae","Family","Eisenack A. ","Kritische Bemerkungen und Richtigstellungen im Gebiet der fossilen Dinoflagellaten und Acritarchen [1969/11]","Neues Jahrbuch für Geologie und Paläontologie Abhandlungen","2","307","1969","[Phylum] Peridiniophyta","[Genus] Nelsoniella","88030D0A-3DA2-4D9D-9F6F-7E0A6E9765A1",NA,"Nelsoniellidae",NA,NA,"134",NA,NA,NA,NA,NA
"Nelumbonaceae","Family","Dumortier B. C. ","Analyse des Familles des Plantes [1829]",NA,NA,"53","1829","[Order] Nelumbonales","[Genus] Nelumbo","DE00E785-67EB-4416-B636-A101C46EEFBD","Yes","Nelumboneae","Dumortier B. C. ","Analyse des Familles des Plantes",NA,NA,NA,NA,NA,NA
"Nelumbonales","Order","von Martius C. ","Conspectus Regni Vegetabilis [1835/10]",NA,NA,"38","1835","[Class] Magnoliopsida","[Genus] Nelumbo","984C3763-947C-41F3-8E34-4BE5BD0E6AFB","Yes","Nelumboneae","von Martius C. ","Conspectus Regni Vegetabilis",NA,NA,NA,NA,NA,NA
"Nematodendreae","Class","Dawson J. W. ","The geological history of plants [1888/2]",NA,NA,"25","1888",NA,NA,"4C0651B1-ADD6-4144-B1A0-D6B6A1F1E8EF",NA,NA,"Dawson J. W. ","The geological history of plants",NA,NA,NA,NA,NA,NA
"Nematodendreae","Order","Dawson J. W. ","The geological history of plants [1888/2]",NA,NA,"25","1888",NA,NA,"9E6C9050-AADD-4291-8B1B-8DE83AFFC993",NA,NA,"Dawson J. W. ","The geological history of plants",NA,NA,NA,NA,NA,NA
"Nematophycaceae","Family","Grüss J. ","Nematophora fascigera gen. nov., eine Devonalge als Vorläufer der Gymnospermen und ihre Beziehungen zu einer neuen Kohlentheorie auf gärphysiologischer Grundlage [1924/4]",NA,NA,"33","1924",NA,"[Genus] Nematophycus","54AFECB3-5932-E074-1659-2F3C1DE5330C",NA,"Nematophyceae","Hennes E. ","Naturwissenschaftliche Sonderschrift der wissenschaftlichen Schriftenreihe des Tauber-Verlags",NA,NA,"1",NA,NA,NA
"Nematophyta","Phylum","Chiarugi A. ","Una tallofita arborea silicizzata del Deserto Libico: “Nematophyton saharianum” n.sp. [1934/6-12]",NA,NA,"316","1934",NA,"[Genus] Nematophyton","03F0664D-427A-9FF6-D902-4FE21F1888C1",NA,NA,"Desio A. ","Missione scientifica della Reale accademia d'Italia a Cufra","3",NA,NA,NA,NA,NA
"Nematophyta","Phylum","Chiarugi A. ","Tronchi silicizzati di un' alga arborea silurico-devoniana ""Nematophyton saharianum"" n. sp., nel Deserto Libico presso le Oasi di Cufra [1934/3]","Nuovo giornale botanico Italiano","4","594","1934",NA,"[Genus] Nematophyton","B792E03D-4EB1-C12E-296D-A673538D03C9",NA,NA,NA,NA,"40",NA,NA,"1933",NA,NA
"Nematophytopsida","Class","Lang W. H. ","On the Plant-Remains from the Downtonian of England and Wales [1937/6]","Philosophical transactions of the Royal Society of London","544","287, 290","1937",NA,"[Genus] Nematophyton","45B711F6-D8BF-4E69-A36C-AC4430DAB0A1",NA,"Nematophytales",NA,NA,"227",NA,NA,"1937",NA,NA
"Neomariopteridaceae","Family","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"viii","2001","[Order] Neomariopteridales",NA,"8CE54AFA-4C49-4EE1-8A6E-415353F7A91C",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Neomariopteridales","Order","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"viii","2001","[Class] Botryopteridiopsida",NA,"FB0DFAB1-FD09-4270-86CD-67F417FB1378",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Neomeridaceae","Family","von Pia J. ","Neue Studien über die triadischen Siphoneae verticillatae [1912/1]","Beiträge zur Paläontologie und Geologie Österreich-Ungarns und des Orients","25","57, 58","1912","[Order] Dasycladales",NA,"2CB9ED7A-0659-4A26-BCCB-F8CD7049BA54","Yes","Neomeridae",NA,NA,NA,NA,NA,NA,NA,NA
"Neomeridinae","Subtribe","von Pia J. ","Thallophyta [1927/11]",NA,NA,"81","1927","[Family] Neomeridaceae","[Genus] Neomeris","EB1E6C9F-F2CB-4ECC-8B6E-EC5713C43322","Yes","Neomerinae","Hirmer M. ","Handbuch der Paläobotanik","1",NA,NA,NA,NA,NA
"Nephrolepidaceae","Family",NA,"Not defined (in editing)",NA,NA,"Webbia 29: 8. 1974",NA,"[Order] Polypodiales","[Genus] Nephrolepis","D91588E6-1089-4E5E-AD60-5E00C81F53AA","Yes",NA,NA,NA,NA,"Pichi-Sermolli R. E. G. ",NA,NA,NA,NA
"Nephropsidaceae","Family","Chachlov V. A. ","O nekotorykh rasteniyakh verkhnego paleozoya Angaridy. Semejstvo Nephropsidae fam. nova [1962/4]",NA,NA,"139","1962","[Order] Vojnovskyales","[Genus] Nephropsis","C093C6D5-A772-54FE-533E-2CBDFF94C9CA",NA,"Nephropsidae","Chachlov V. A. ","Doklady paleobotanicheskoj konferentsii, Dekabr' 1961",NA,NA,NA,NA,NA,NA
"Neurophyllaceae","Family","Kon'no E. ","On Neurophyllum koreanicum gen. et spec. nov. from the lower Permian beds of northern Tyôsen, Korea [1941/3]","Memoirs of the Faculty of Science, Kyushu Imperial University",NA,"40","1941",NA,"[Genus] Neurophyllum","99B9561B-F7A4-41F9-8A8B-7F7C74459AD8",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"Neuropteridaceae","Family","Göppert H. R. ","Die Gattungen der fossilen Pflanzen vergleichen mit denen der Jetztwelt und durch Abbildungen erläutert [1842/10]",NA,NA,"49","1842",NA,NA,"D905456A-CFDE-451B-8791-BDFCECBCD478",NA,"Neuropterides","Göppert H. R. ","Die Gattungen der fossilen Pflanzen vergleichen mit denen der Jetztwelt und durch Abbildungen erläutert",NA,NA,"3-4",NA,NA,NA
"Neuropteridales","Order","Schimper W. ","Traité de Paléontologie Végétale [1869/3]",NA,NA,"420","1869",NA,"[Genus] Neuropteris","0B1BDDE8-71B6-45F3-9E2A-4825DC8A0B0F",NA,"Neuropterideae","Schimper W. ","Traité de Paléontologie Végétale","1",NA,NA,NA,NA,NA
"Neuropterideae","Tribe","Göppert H. R. ","Fossile Flora des Übergangsgebirges [1852/11]","Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum","Suppl.","150, 139 (rank)","1852","[Family] Neuropteridaceae","[Genus] Neuropteris","81BB9BF8-1161-71A2-9467-25D60D11A97F",NA,"Neuropterides",NA,NA,"22",NA,NA,NA,NA,NA
"Neuropterides","Unranked","Göppert H. R. ","Mémoire sur les fougères fossiles [1836/5]","L’Institut","156","141","1836",NA,"[Genus] Neuropteris","8AABB0D1-CA95-D370-6648-EBB68593424E",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"Neuropteridoideae","Subfamily","Grand'Eury F. C. ","Mémoire sur la flore carbonifère du Département de la Loire et du Centre de la France, étudiée aux trois points de vue: botanique, stratigraphique et géognostique. 1e partie [1876/4]","Mémoires présentés par divers savants à l'Académie des Sciences de l'Institut de France","1","104, 311","1876","[Family] Neuropteridaceae","[Genus] Neuropteris","54E2372A-D16A-4C08-A490-04965363FE44",NA,"Nevropterideae",NA,NA,"24",NA,NA,NA,NA,NA
"Nilssoniaceae","Family","Ziegenspeck H. ","Der serologische Stammbaum des Pflanzenreiches und die Phytopalaeontologie [1925/1]","Botanisches Archiv",NA,"45, 43","1925","[Order] Nilssoniales","[Genus] Nilssonia","BFB38C5A-25B8-4189-A868-AA1EFDA9A969",NA,"Nilssonieae",NA,NA,"9",NA,NA,NA,NA,NA
"Nilssoniales","Order","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1930/3]",NA,NA,"272","1930",NA,NA,"B0CF0C81-08C7-43DC-A12A-2AAC10DEFE79",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen; ein Überblick über Tatsachen und Probleme",NA,NA,NA,NA,NA,NA
"Nilssonieae","Unranked","Miquel F. A. W. ","Over de rangschikking der fossiele Cycadeae [1851/6-12]","Tijdschrift voor de wis- en natuurkundige wetenschappen","3","214","1851","[Family] Nilssoniaceae","[Genus] Nilssonia","D50888A0-F2D0-8F52-EA39-5F430E8E8DB1",NA,"Nilsonieae",NA,NA,"4",NA,NA,NA,NA,NA
"Noeggerathiaceae","Family","Göppert H. R. ","Fossile Flora des Übergangsgebirges [1852/11]","Novorum actorum Academiae Caesareae Leopoldinae-Carolinae Naturae Curiosorum","Suppl.","209","1852","[Order] Noeggerathiales","[Genus] Noeggerathia","4EF23590-6044-4F16-1289-3AE210797017",NA,"Noeggerathieae",NA,NA,"22",NA,NA,NA,NA,NA
"Noeggerathiaceae","Family","Willkomm H. M. ","Anleitung zum Studium der wissenschaftlichen Botanik nach den neuesten Forschungen [1854/1]",NA,NA,"166","1854","[Class] Noeggerathiopsida","[Genus] Noeggerathia","E28B4067-3938-4C05-BA69-EF36891F4C25",NA,"Noeggerathieae","Willkomm H. M. ","Anleitung zum Studium der wissenschaftlichen Botanik nach den neuesten Forschungen","2",NA,NA,NA,NA,NA
"Noeggerathiaestrobaceae","Family","Wang S.-J. Bateman R. M. Spencer A. R. T. Wang J. Shao L.-Y. Hilton J. ","Anatomically preserved “strobili” and leaves from the Permian of China (Dorsalistachyaceae, fam. nov.) broaden knowledge of Noeggerathiales and constrain their possible taxonomic affinities [2017/1]","American Journal of Botany","1","13","2017","[Order] Noeggerathiales","[Genus] Noeggerathiaestrobus","39D1E675-D5FE-7F57-507D-DCDB5AD8D47A",NA,NA,NA,NA,"104","Wang S.-J. Spencer A. R. T. ",NA,NA,NA,"Sporophylls distichous; proximal part of sporophyll semicircular, distal part upturned and dissected into small laminae. Sporangia attached to adaxial surface of proximal part, numerous, arranged in several rings."
"Noeggerathiales","Order","Darrah W. C. ","Textbook of Paleobotany [1939/3]",NA,NA,"165","1939","[Class] Noeggerathiopsida","[Genus] Noeggerathia","CDCC3331-35E6-41E2-A0D0-A8056F66FEBB",NA,NA,"Darrah W. C. ","Textbook of Paleobotany",NA,NA,NA,NA,NA,NA
"Noeggerathiales","Order","Göppert H. R. ","Die fossile Flora der Permischen Formation [1864/9]","Palaeontographica","3","150","1864","[Class] Noeggerathiopsida","[Genus] Noeggerathia","D2BD3DDD-C9DD-CFA2-8A94-F538215DEE9B",NA,"Nöggerathieae",NA,NA,"12",NA,NA,NA,NA,NA
"Noeggerathiidae","Subclass","Takhtajan A. L. ","Filogeneticheskie osnovy sistemy vysshikh rastenij [1950/6]","Botanicheskii Zhurnal","2","126","1950","[Class] Noeggerathiopsida","[Genus] Noeggerathia","F71DFB4C-5F21-4726-BB50-8EF12FF3F483",NA,NA,NA,NA,"35",NA,NA,NA,NA,NA
"Noeggerathiopsida","Class","Kryshtofovich A. N. ","Kurs Paleobotaniki [1934/8]",NA,NA,"205","1934",NA,"[Genus] Noeggerathia","421040E1-ED63-45F2-9561-18F60007F28E",NA,"Noeggerathiales","Kryshtofovich A. N. ","Kurs Paleobotaniki",NA,NA,NA,NA,"2",NA
"Noeggerathiopsidales","Order","Němejc F. ","Paleobotanika [1968/7]",NA,NA,"214","1968",NA,NA,"EA167AB0-FA17-478F-BF34-4EA24A96FE23",NA,NA,"Němejc F. ","Paleobotanika","3",NA,NA,NA,NA,NA
"Noeggerathiopsidoideae","Subfamily","Kräusel R. ","Cordaitaceae [1926/2]",NA,NA,"118","1926","[Order] Noeggerathiopsidales","[Genus] Noeggerathiopsis","F9E6BB77-3F03-49D2-92B2-D17DCBF4709D",NA,NA,"Engler A. Prantl K. A. E. ","Die natürlichen Pflanzenfamilien","13",NA,NA,NA,"2",NA
"Nostocaceae","Family",NA,NA,NA,NA,NA,NA,"[Order] Nostocales","[Genus] Nostoc","063F81EE-5E5B-5E59-7398-BD1C5D758F42","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nostocales","Order",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Regnum] Prokaryota","[Genus] Nostoc","6EB267D7-FE13-4662-91F5-8894CA5D0A09","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nothofagaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,NA,"6FCED3F4-743B-44E7-8DD7-602699B01041","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nupharaceae","Family",NA,NA,NA,NA,"Pflanzenleb. 2: 699. 1891",NA,"[Order] Nymphaeales","[Genus] Nuphar","831CDAA8-7A54-2FB7-15FB-54CCE0F1DAFA","Yes",NA,NA,NA,NA,"Kerner von Marilaun A. J. ",NA,NA,NA,NA
"Nyctaginaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"90","1789",NA,NA,"54FD74CF-D4C4-2D45-4B70-1AB52C87BF53","Yes",NA,"de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Nyctaginales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"241","1819","[Class] Magnoliopsida",NA,"F5205859-EC4F-249C-0E12-F07C3F0FE4C0","Yes","Nyctagineae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Nymphaeaceae","Family",NA,"Not defined (in editing)",NA,NA,"Ann. Bot. (König & Sims) 2: 70. 1805",NA,"[Order] Nymphaeales","[Genus] Nymphaea","E9E83AD0-4592-4B06-B5A7-48F1B7D63054","Yes",NA,NA,NA,NA,"Salisbury R. A. ",NA,NA,NA,NA
"Nymphaeales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"270-271","1819","[Subclass] Nymphaeidae","[Genus] Nymphaea","E7995B4A-CD1D-4EB3-B018-920B9B87B54D","Yes","Nymphoideae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Nymphaeidae","Subclass",NA,NA,NA,NA,"Divers. Class. Fl. Plate: 83. 1997",NA,"[Class] Magnoliopsida",NA,"12B4CAD1-EB23-4258-C529-03349FAB6623","Yes",NA,NA,NA,NA,"Takhtajan A. L. ",NA,NA,NA,NA
"Nyssaceae","Family","Dumortier B. C. ","Analyse des Familles des Plantes [1829]",NA,NA,"13","1829","[Order] Cornales","[Genus] Nyssa","B58D15C8-40C3-4409-9F3E-37EDCDDCBA20","Yes",NA,"Dumortier B. C. ","Analyse des Familles des Plantes",NA,NA,NA,NA,NA,NA
"Obruchevellaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Regnum] Prokaryota","[Genus] Obruchevella","83FD1F7D-A721-A515-0BD9-0E50153F0864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochnaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,NA,"8A8BFC49-6FA6-40F3-848B-16FBC526E847","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontopteridaceae","Family","Nathorst A. G. ","Anmärkningar om den fossila floran vid Bjuf i Skåne [1876/4]","Öfversigt af Kongliga Vetenskaps-Akademiens förhandlingar","1","32","1876","[Order] Pachytestales","[Genus] Odontopteris","66F3631A-1DB6-BDE0-B8E9-E9719FB9C8F9",NA,"Odontopterideae",NA,NA,NA,NA,NA,"33",NA,NA
"Odontopterideae","Unranked","de Saporta G. ","Plantes jurassiques [1872/10]",NA,NA,"340","1872",NA,"[Genus] Odontopteris","FBE4CF5D-41A6-850E-9553-F3C2CAA5643C",NA,NA,NA,"Paléontologie française","1",NA,"[8]",NA,NA,NA
"Olacaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,"[Genus] Olax","1A1016F3-CA7E-4EE6-992D-CB52AFC14F67","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oleaceae","Family",NA,"Not defined (in editing)",NA,NA,"Hoffmannsegg & Link, Fl. Portug. 1: 62. 1809",NA,"[Order] Oleales","[Genus] Olea","6B2E330A-E351-4A47-8A0B-0F112DF3A262","Yes","Oleinae",NA,NA,NA,NA,NA,NA,NA,NA
"Oleales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"248","1819","[Class] Magnoliopsida","[Genus] Olea","25A89C8A-273F-4B5A-993E-735D9E69FE0C","Yes","Oleaceae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Oligocarpiaceae","Family","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"ix","2001","[Order] Oligocarpiales","[Genus] Oligocarpia","D9B6D6C5-1744-47C4-860A-BAAA309F9C77",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Oligocarpiales","Order","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"ix","2001","[Class] Gleicheniopsida","[Genus] Oligocarpia","178996D1-0466-4D74-89F2-F8B69AAE9BD0",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Oligocarpioideae","Subfamily","Štúr D. ","Die Culm-Flora der ostrauer und waldenburger Schichten [1877/12]","Abhandlungen der Kaiserlich-Königlichen Geologischen Reichsanstalt Wien","2","80","1877","[Family] Oligocarpiaceae","[Genus] Oligocarpia","791E5F48-754F-4E65-81B9-CC22FA5F1597",NA,"Oligocarpiae",NA,NA,"8",NA,NA,NA,NA,NA
"Oligoporellinae","Subtribe","Bassoullet J.-P. Bernier P. Deloffre R. Génot P. Jaffrezo M. Vachard D. ","Essai de classification des Dasycladales en tribus [1979/12]","Bulletin des Centres de Recherches Exploration-Production Elf-Aquitaine","2","435","1979","[Family] Dasycladaceae","[Genus] Oligoporella","1FD36D9E-644A-EA32-1031-AB2AD94F0C57",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"Omphalophloiaceae","Family","Nakai T. ","Chosakuronbun Mokuroku [1943/7]",NA,NA,"205","1943","[Order] Lepidodendrales","[Genus] Omphalophloios","93E94E92-068F-42D9-8C6F-2E42D73951C3",NA,NA,"Nakai T. ","Nakai Kyoju Chosakuronbun Mokuroku narabini Kyouju no Kenkyuhappyo ni yoru Shokubutsu Shin-genmein Shin shokubutumei oyobi Shingakumei So-sakuin",NA,NA,NA,NA,NA,NA
"Onagraceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"317","1789","[Order] Myrtales",NA,"9B11C3C0-5A3D-47CB-9EA9-009D3ACF3E18","Yes","Onagrae","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Onocleaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Pteridales","[Genus] Onoclea","D07E3C5D-74E1-4FC5-870E-A0A1B6CFA502","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ooidiaceae","Family","Timofeev B. V. ","O novoj gruppe iskopaemykh spor [1957/11]","Ezhegodnik Vsesoyuznogo Paleontologicheskogo Obshchestva",NA,"280","1957","[Unranked] Acritarcha",NA,"249510B1-D51A-4DA7-8D6B-5E39C69731F0",NA,"Ooidaceae",NA,NA,"16",NA,NA,NA,NA,NA
"Operculates","Subturma","Mädler K. ","Die figurierten organischen Bestandteile der Posidonienschiefer [1963/12]","Beihefte zum Geologischen Jahrbuch",NA,"358","1963",NA,NA,"06AFDE29-FE16-4887-ADAE-AF2200ECFB5F",NA,NA,NA,NA,"58",NA,NA,NA,NA,NA
"Ophioglossaceae","Family","Martynov I. I. ","Tekhno-Botanicheskij Slovar' [1820/7]",NA,NA,"438","1820","[Order] Ophioglossales","[Genus] Ophioglossum","75CAED7C-5894-4F66-A7CE-5A86FAD941B7","Yes","Ophioglosseae","Martynov I. I. ","Tekhno-Botanicheskij Slovar' [Techno-Botanical Dictionary]",NA,NA,NA,NA,NA,NA
"Ophioglossales","Order",NA,"Not defined (in editing)",NA,NA,"Hort. Berol. 2: 151. 1833",NA,"[Class] Pteridopsida","[Genus] Ophioglossum","635791D6-FD34-4B76-BAF9-D6DAF87775A5","Yes","Ophioglosseae",NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Orchidaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"64","1789","[Order] Orchidales",NA,"992C341F-8EAE-AA0E-67EA-791D56E6CF90","Yes","Orchideae","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Orchidales","Order",NA,NA,NA,NA,"Anal. Fam. Pl.: 56. 1815",NA,"[Class] Liliopsida",NA,"7DA9B270-168F-8E27-093A-72F103402637","Yes","Orchidiarieae",NA,NA,NA,"Rafinesque C. S. ",NA,NA,NA,NA
"Ornatimurali","Infraturma","Burgess N. D. Edwards D. ","Classification of uppermost Ordovician to Lower Devonian tubular and filamentous rnacerals from the Anglo-Welsh Basin [1991/6]","Botanical Journal of the Linnean Society","1","60","1991","[Turma] Filiformis",NA,"67B88BB9-8652-4F99-BF12-CA2B5423B6CB",NA,NA,NA,NA,"106",NA,NA,NA,NA,NA
"Oscillatoriaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Oscillatoriales",NA,"8163627E-D4B8-48C4-AD21-FAA08EC62811","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oscillatoriales","Order",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Regnum] Prokaryota",NA,"30A8F599-000E-4020-BFCE-3C771397E1D3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osmundaceae","Family",NA,"Not defined (in editing)",NA,NA,"in J. Presl & C. Presl, Deliciae Prag.: 158. 1822",NA,"[Order] Osmundales","[Genus] Osmunda","2B60EEFB-D3A1-42BF-9190-4CD7A19F2640","Yes",NA,NA,NA,NA,"Presl K. ",NA,NA,NA,NA
"Osmundales","Order",NA,"Not defined (in editing)",NA,NA,"Hort. Berol. 2: 138. 1833",NA,"[Class] Osmundopsida","[Genus] Osmunda","95CCBF52-700A-4C6A-9319-11770284C41A","Yes","Osmundaceae",NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Osmundopsida","Class","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"ix","2001","[Phylum] Pteridophyta","[Genus] Osmunda","16FE0993-45A1-4947-99FF-1031D0E33D9B","Yes",NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Otoviciaceae","Family","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xviii","2001","[Order] Walchiales","[Genus] Otovicia","840A92C9-E9AE-4BE9-A3B5-8832C0F5A8B2",NA,NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Ottokariopsida","Class","Anderson J. M. Anderson H. M. Cleal C. J. ","Brief history of the Gymnosperms: classification, biodiversity, phytogeography and ecology [2007/10]","Strelitzia","20","160","2007","[Phylum] Peltaspermophyta","[Genus] Ottokaria","280FC90F-F961-4339-B997-DAFD3B12B9F1",NA,NA,NA,NA,NA,"Anderson J. M. Anderson H. M. ",NA,NA,NA,NA
